ProductNo,Product,SKU,Oem,Supplier,ProductType,Price,PriceRetail,Cost,Taxable,Surcharge,SurchargeTitle,Shipping,ShippingExemptInd,SaleExclude,Quantity,Unit,Threshold,Weight,Length,Height,Width,ContainerCode,Brief,Description,Subscription,Thumbnail,Photo,Template,Featured,ExtText1,ExtText2,ExtText3,ExtText4,ExtText5,ExtText6,Active,AuthReq,Isbn,Mpn,Upc,Condition,Media,NaturalSearchKeywords,NaturalSearchDescription,Category,Keywords,Attribute1SharedName,Attribute1Label,Attribute1Values,Attribute1DisplayType,Attribute2SharedName,Attribute2Label,Attribute2Values,Attribute2DisplayType,Attribute3SharedName,Attribute3Label,Attribute3Values,Attribute3DisplayType,Attribute4SharedName,Attribute4Label,Attribute4Values,Attribute4DisplayType,Attribute5SharedName,Attribute5Label,Attribute5Values,Attribute5DisplayType,Attribute6SharedName,Attribute6Label,Attribute6Values,Attribute6DisplayType,Attribute7SharedName,Attribute7Label,Attribute7Values,Attribute7DisplayType,Attribute8SharedName,Attribute8Label,Attribute8Values,Attribute8DisplayType,Attribute9SharedName,Attribute9Label,Attribute9Values,Attribute9DisplayType,Attribute10SharedName,Attribute10Label,Attribute10Values,Attribute10DisplayType
261,Pam -- Women's Professional Tap Shoe with Hearts -- Black,67SDT815-01,So Danca,,Normal,$258.00,$0.00,$0.00,No,$0.00,,$0.00,No,No,13,,0,0.0,0.0,0.0,0.0,self,,,No,Pam.TA815_thumb.jpg,Pam.TA815.jpg,,No,,,,,,,Yes,No,,,,New,No,,Pam -- Women's Professional Tap Shoe with Hearts -- Black,Tap Shoes,,,67SDT815-01,"5M,5.5M,6M,6.5M,7M,7.5M,8M,8.5M,9M,9.5M,10M,10.5M,11M",Pulldown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,Frankie -- Men's Cuban Heel Dress Boot -- Undyed Natural,87GB155-UN,Giorgio Brutini,,Normal,$106.00,$0.00,$0.00,No,$0.00,,$0.00,No,No,4,,0,0.0,0.0,0.0,0.0,self,"INFORMATION: Snake leather upper, leather sole. Fashionable, Cuban heel, and very comfortable. Ideal for dress wear. Made in China. Original Giorgio Brutini dress boot.","INFORMATION: Snake leather upper, leather sole. Fashionable, Cuban heel, and very comfortable. Ideal for dress wear. Made in China. Original Giorgio Brutini dress boot. FITTING GUIDE: Fits same as street size.",No,155499-2Ant.Snake_thumb.jpg,155499-2Ant.Snake.jpg,,No,,,,,,,Yes,No,,,,New,No,,Frankie -- Men's Cuban Heel Dress Boot -- Undyed Natural,Men's Dress Boots,,,87GB155-UN,"8.5M,9.5M,10M,10.5M",Pulldown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,"1.25"" Chanel -- Leather-like Mary Jane Ballroom Shoe -- Tan",69D300-51,Dance Class,,Normal,$58.00,$0.00,$0.00,No,$0.00,,$0.00,No,No,9,,0,0.0,0.0,0.0,0.0,self,"INFORMATION: Man-made upper, suede sole. Instep strap closed toe design and low heel give good support. Flexible, cushioned, and practical. Ideal for salsa dancing or for practice dancing. Made in China. Original Dance Class dance product.","INFORMATION: Man-made upper, suede sole. Instep strap closed toe design and low heel give good support. Flexible, cushioned, and practical. Ideal for salsa dancing or for practice dancing. Made in China. Original Dance Class dance product. FITTING GUIDE: Half size up from street size.",No,br300.jpg,br300.jpg,,No,,,,,,,Yes,No,,,,New,No,,"1.25"" Chanel -- Leather-like Mary Jane Ballroom Shoe -- Tan",Women's Ballroom/Salsa Shoes,,,69D300-51,"6M,6.5M,7.5M,8M,8.5M,9M,9.5M,10M,10.5M,11M",Pulldown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,Ray -- Men's Dress Shoe -- Black,85DM2671-01,Don Marco,,Normal,$50.00,$0.00,$0.00,No,$0.00,,$0.00,No,No,5,,0,0.0,0.0,0.0,0.0,self,"INFORMATION: Man-made upper, smooth neolite sole. Fashionable, cap toe styling, and comfortable. Ideal for dress wear. Made in China. Original Don Marco dress shoe.","INFORMATION: Man-made upper, smooth neolite sole. Fashionable, cap toe styling, and comfortable. Ideal for dress wear. Made in China. Original Don Marco dress shoe. FITTING GUIDE: Fits same as street size.",No,46702BLK_thumb.jpg,46702BLK.jpg,,No,,,,,,,Yes,No,,,,New,No,,Ray -- Men's Dress Shoe -- Black,Men's Dress Shoes,,,85DM2671-01,"7M,8M,9M,10M,11M",Pulldown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,Rockit -- Split-Sole Dancesneaker -- Black,88CDS24-01,Capezio,,Normal,$83.00,$0.00,$0.00,No,$0.00,,$0.00,No,No,22,,0,0.0,0.0,0.0,0.0,self,"INFORMATION: Man-made upper, split rubber sole. Lightweight, breathable and comfortable. The SBR Nylex mesh compliments the combination PU nubuck and imitation suede upper.  The lightweight blown PU soles feature vents for air circulation with a perforated arch for ventilation and breathability.  It features a padded achilles notch for added comfort and a sport lacing system for an adjustable and snug fit.  The contoured EVA footbed provides shock absorbing comfort. Ideal for jazz, salsa and zumba dancing. Made in China. Original Capezio dance product.","INFORMATION: Man-made upper, split rubber sole. Lightweight, breathable and comfortable. The SBR Nylex mesh compliments the combination PU nubuck and imitation suede upper.  The lightweight blown PU soles feature vents for air circulation with a perforated arch for ventilation and breathability.  It features a padded achilles notch for added comfort and a sport lacing system for an adjustable and snug fit.  The contoured EVA footbed provides shock absorbing comfort. Ideal for jazz, salsa and zumba dancing. Made in China. Original Capezio dance product. FITTING GUIDE: For women, begin one half size up from street size, for men; begin two and one half sizes up from street size.",No,DS24_thumb.jpg,DS24.jpg,,No,,,,,,,Yes,No,,,,New,No,,Rockit -- Split-Sole Dancesneaker -- Black,Dancesneakers,,,88CDS24-01,"5M,5.5M,6M,6.5M,7M,7.5M,8M,8.5M,9M,9.5M,10M,10.5M,11M,11.5M,12M,12.5M,13.5M,14M",Pulldown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,Rockit -- Split-Sole Dancesneaker -- Black,88CDS24-01,Capezio,,Normal,$83.00,$0.00,$0.00,No,$0.00,,$0.00,No,No,22,,0,0.0,0.0,0.0,0.0,self,"INFORMATION: Man-made upper, split rubber sole. Lightweight, breathable and comfortable. The SBR Nylex mesh compliments the combination PU nubuck and imitation suede upper.  The lightweight blown PU soles feature vents for air circulation with a perforated arch for ventilation and breathability.  It features a padded achilles notch for added comfort and a sport lacing system for an adjustable and snug fit.  The contoured EVA footbed provides shock absorbing comfort. Ideal for jazz, salsa and zumba dancing. Made in China. Original Capezio dance product.","INFORMATION: Man-made upper, split rubber sole. Lightweight, breathable and comfortable. The SBR Nylex mesh compliments the combination PU nubuck and imitation suede upper.  The lightweight blown PU soles feature vents for air circulation with a perforated arch for ventilation and breathability.  It features a padded achilles notch for added comfort and a sport lacing system for an adjustable and snug fit.  The contoured EVA footbed provides shock absorbing comfort. Ideal for jazz, salsa and zumba dancing. Made in China. Original Capezio dance product. FITTING GUIDE: For women, begin one half size up from street size, for men; begin two and one half sizes up from street size.",No,DS24_thumb.jpg,DS24.jpg,,No,,,,,,,Yes,No,,,,New,No,,Rockit -- Split-Sole Dancesneaker -- Black,Women's Ballroom/Salsa Shoes,,,88CDS24-01,"5M,5.5M,6M,6.5M,7M,7.5M,8M,8.5M,9M,9.5M,10M,10.5M,11M,11.5M,12M,12.5M,13.5M,14M",Pulldown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,Rockit -- Split-Sole Dancesneaker -- Black,88CDS24-01,Capezio,,Normal,$83.00,$0.00,$0.00,No,$0.00,,$0.00,No,No,22,,0,0.0,0.0,0.0,0.0,self,"INFORMATION: Man-made upper, split rubber sole. Lightweight, breathable and comfortable. The SBR Nylex mesh compliments the combination PU nubuck and imitation suede upper.  The lightweight blown PU soles feature vents for air circulation with a perforated arch for ventilation and breathability.  It features a padded achilles notch for added comfort and a sport lacing system for an adjustable and snug fit.  The contoured EVA footbed provides shock absorbing comfort. Ideal for jazz, salsa and zumba dancing. Made in China. Original Capezio dance product.","INFORMATION: Man-made upper, split rubber sole. Lightweight, breathable and comfortable. The SBR Nylex mesh compliments the combination PU nubuck and imitation suede upper.  The lightweight blown PU soles feature vents for air circulation with a perforated arch for ventilation and breathability.  It features a padded achilles notch for added comfort and a sport lacing system for an adjustable and snug fit.  The contoured EVA footbed provides shock absorbing comfort. Ideal for jazz, salsa and zumba dancing. Made in China. Original Capezio dance product. FITTING GUIDE: For women, begin one half size up from street size, for men; begin two and one half sizes up from street size.",No,DS24_thumb.jpg,DS24.jpg,,No,,,,,,,Yes,No,,,,New,No,,Rockit -- Split-Sole Dancesneaker -- Black,Men's Ballroom/Salsa Shoes,,,88CDS24-01,"5M,5.5M,6M,6.5M,7M,7.5M,8M,8.5M,9M,9.5M,10M,10.5M,11M,11.5M,12M,12.5M,13.5M,14M",Pulldown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,"2.5"" Strappy -- Flare Heel Latin Sandal -- Black",49B807-01,Burju,,Normal,$150.00,$0.00,$0.00,No,$0.00,,$0.00,No,No,3,,0,0.0,0.0,0.0,0.0,self,"INFORMATION: Soft lamb leather upper, suede sole. Strappy design gives very good support.  Fashionable, very  flexible and comfortable. Made in China. Ideal for salsa or ballroom  dancing. Original Burju dance shoe.","INFORMATION: Soft lamb leather upper, suede sole. Strappy design gives very good support.  Fashionable, very  flexible and comfortable. Made in China. Ideal for salsa or ballroom  dancing. Original Burju dance shoe. FITTING GUIDE: Same as street size.",No,B807Black_thumb.jpg,B807Black.jpg,,No,,,,,,,Yes,No,,,,New,No,,"2.5"" Strappy -- Flare Heel Latin Sandal -- Black",Women's Ballroom/Salsa Shoes,,,49B807-01,"6M,8M,9M,10M",Pulldown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,"Jazzy -- Full Sole Jazz Oxford, Suede Sole -- White",67SDJ05-02,So Danca,,Normal,$50.00,$0.00,$0.00,No,$0.00,,$0.00,No,No,15,,0,0.0,0.0,0.0,0.0,self,"INFORMATION: Buttery leather upper, suede sole.  Extremely soft, lightweight, and very comfortable. Ideal   for contra, jazz and salsa dancing. Made in Brazil. Original So Danca dance product.","INFORMATION: Buttery leather upper, suede sole.  Extremely soft, lightweight, and very comfortable. Ideal   for contra, jazz and salsa dancing. Made in Brazil. Original So Danca dance product.   FITTING GUIDE:  For women's sizes, same as street size; for men's sizes,  go down two sizes from your street size.",No,JZ05WHT_thumb.JPG,JZ05WHT.JPG,,No,,,,,,,Yes,No,,,,New,No,,"Jazzy -- Full Sole Jazz Oxford, Suede Sole -- White",Contra Shoes,,,67SDJ05-02,"6W,6.5W,7W,7.5W,8.5W,9W,9.5W,10W,10.5W,11W,11.5W,12W,12.5M,13M,13.5M",Pulldown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,"Jazzy -- Full Sole Jazz Oxford, Suede Sole -- White",67SDJ05-02,So Danca,,Normal,$50.00,$0.00,$0.00,No,$0.00,,$0.00,No,No,15,,0,0.0,0.0,0.0,0.0,self,"INFORMATION: Buttery leather upper, suede sole.  Extremely soft, lightweight, and very comfortable. Ideal   for contra, jazz and salsa dancing. Made in Brazil. Original So Danca dance product.","INFORMATION: Buttery leather upper, suede sole.  Extremely soft, lightweight, and very comfortable. Ideal   for contra, jazz and salsa dancing. Made in Brazil. Original So Danca dance product.   FITTING GUIDE:  For women's sizes, same as street size; for men's sizes,  go down two sizes from your street size.",No,JZ05WHT_thumb.JPG,JZ05WHT.JPG,,No,,,,,,,Yes,No,,,,New,No,,"Jazzy -- Full Sole Jazz Oxford, Suede Sole -- White",Jazz Shoes,,,67SDJ05-02,"6W,6.5W,7W,7.5W,8.5W,9W,9.5W,10W,10.5W,11W,11.5W,12W,12.5M,13M,13.5M",Pulldown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,"Jazzy -- Full Sole Jazz Oxford, Suede Sole -- White",67SDJ05-02,So Danca,,Normal,$50.00,$0.00,$0.00,No,$0.00,,$0.00,No,No,15,,0,0.0,0.0,0.0,0.0,self,"INFORMATION: Buttery leather upper, suede sole.  Extremely soft, lightweight, and very comfortable. Ideal   for contra, jazz and salsa dancing. Made in Brazil. Original So Danca dance product.","INFORMATION: Buttery leather upper, suede sole.  Extremely soft, lightweight, and very comfortable. Ideal   for contra, jazz and salsa dancing. Made in Brazil. Original So Danca dance product.   FITTING GUIDE:  For women's sizes, same as street size; for men's sizes,  go down two sizes from your street size.",No,JZ05WHT_thumb.JPG,JZ05WHT.JPG,,No,,,,,,,Yes,No,,,,New,No,,"Jazzy -- Full Sole Jazz Oxford, Suede Sole -- White",Women's Ballroom/Salsa Shoes,,,67SDJ05-02,"6W,6.5W,7W,7.5W,8.5W,9W,9.5W,10W,10.5W,11W,11.5W,12W,12.5M,13M,13.5M",Pulldown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,"Jazzy -- Full Sole Jazz Oxford, Suede Sole -- White",67SDJ05-02,So Danca,,Normal,$50.00,$0.00,$0.00,No,$0.00,,$0.00,No,No,15,,0,0.0,0.0,0.0,0.0,self,"INFORMATION: Buttery leather upper, suede sole.  Extremely soft, lightweight, and very comfortable. Ideal   for contra, jazz and salsa dancing. Made in Brazil. Original So Danca dance product.","INFORMATION: Buttery leather upper, suede sole.  Extremely soft, lightweight, and very comfortable. Ideal   for contra, jazz and salsa dancing. Made in Brazil. Original So Danca dance product.   FITTING GUIDE:  For women's sizes, same as street size; for men's sizes,  go down two sizes from your street size.",No,JZ05WHT_thumb.JPG,JZ05WHT.JPG,,No,,,,,,,Yes,No,,,,New,No,,"Jazzy -- Full Sole Jazz Oxford, Suede Sole -- White",Men's Ballroom/Salsa Shoes,,,67SDJ05-02,"6W,6.5W,7W,7.5W,8.5W,9W,9.5W,10W,10.5W,11W,11.5W,12W,12.5M,13M,13.5M",Pulldown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,"2"" Beatriz -- Tango Shoe -- Black Suede",78N1336-01S,Natural Spin,,Normal,$168.00,$0.00,$0.00,No,$0.00,,$0.00,No,No,8,,0,0.0,0.0,0.0,0.0,self,"INFORMATION: Suede upper, leather sole. Fashionable, low curved heel, and very comfortable. Ideal for tango dancing or streetwear. Made in China. Original Natural Spin Tango shoe.","INFORMATION: Suede upper, leather sole. Fashionable, low curved heel, and very comfortable. Ideal for tango dancing or streetwear. Made in China. Original Natural Spin Tango shoe. FITTING GUIDE: Same as street size.",No,1336BlackSuede_thumb.jpg,1336BlackSuede.jpg,,No,,,,,,,Yes,No,,,,New,No,,"2"" Beatriz -- Tango Shoe -- Black Suede",Tango Shoes,,,78N1336-01S,"6.5M,7M,7.5M,8M,8.5M,9M,9.5M,10M",Pulldown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,"2.25"" Rebecca -- Wide Heel Latin Sandal -- Dark Brown Satin",78NSR-51S,Natural Spin,,Normal,$138.00,$0.00,$0.00,No,$0.00,,$0.00,No,No,7,,0,0.0,0.0,0.0,0.0,self,"INFORMATION: Satin upper with rhinestone ornament, suede sole. Dressy, flexible, and comfortable. Elegant design, lower stable heel, and good-looking. Ideal for ballroom, salsa or competition. Made in China. Original  Natural Spin dance product.","INFORMATION: Satin upper with rhinestone ornament, suede sole. Dressy, flexible, and comfortable. Elegant design, lower stable heel, and good-looking. Ideal for ballroom, salsa or competition. Made in China. Original  Natural Spin dance product. FITTING GUIDE: Same as street size. NOTE: Shoe pictured is not the 2.25"" heel that is in stock.",No,M1154.rebecca_thumb.jpg,M1154.rebecca.jpg,,No,,,,,,,Yes,No,,,,New,No,,"2.25"" Rebecca -- Wide Heel Latin Sandal -- Dark Brown Satin",Women's Ballroom/Salsa Shoes,,,78NSR-51S,"6M,6.5M,7M,7.5M,8M,8.5M,9M",Pulldown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,"2.5"" Jeannie-- Flare Heel Latin Sandal -- Black Satin",78N1338--01S,Natural Spin,,Normal,$138.00,$0.00,$0.00,No,$0.00,,$0.00,No,No,8,,0,0.0,0.0,0.0,0.0,self,"INFORMATION: Satin and glitter combination upper, suede sole. T-strap design gives good support. Sexy, very flexible, and comfortable.  Ideal for salsa, ballroom and competition. Made in China. Original  Natural Spin dance product.","INFORMATION: Satin and glitter combination upper, suede sole. T-strap design gives good support. Sexy, very flexible, and comfortable.  Ideal for salsa, ballroom and competition. Made in China. Original  Natural Spin dance product. FITTING GUIDE: Same as street size.",No,1338ns_thumb.jpg,1338ns.jpg,,No,,,,,,,Yes,No,,,,New,No,,"2.2.5"" Jeannie-- Flare Heel Latin Sandal -- Black Satin",Women's Ballroom/Salsa Shoes,,,78N1338--01S,"6M,6.5M,7M,7.5M,8M,8.5M,9M,9.5M",Pulldown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,"2.5"" Renee-- Flare Heel Latin Sandal -- Leopard",78N1146-87,Natural Spin,,Normal,$138.00,$0.00,$0.00,No,$0.00,,$0.00,No,No,9,,0,0.0,0.0,0.0,0.0,self,"INFORMATION: Man-made upper with rhinestone ornament, suede sole. Instep  strap design gives good support. Sexy, very flexible, and comfortable.  Ideal for salsa, ballroom and competition. Made in China. Original  Natural Spin dance product.","INFORMATION: Man-made upper with rhinestone ornament, suede sole. Instep  strap design gives good support. Sexy, very flexible, and comfortable.  Ideal for salsa, ballroom and competition. Made in China. Original  Natural Spin dance product. FITTING GUIDE: Same as street size.",No,1146NaturalSpin_thumb.jpg,1146NaturalSpin.jpg,,No,,,,,,,Yes,No,,,,New,No,,"2.5"" Renee-- Flare Heel Latin Sandal -- Leopard",Women's Ballroom/Salsa Shoes,,,78N1146-87,"5.5M,6M,6,5M,7M,7.5M,8M,8.5M,9M,10M",Pulldown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,"3"" Emily -- Flare Heel Latin Sandal -- Gold Satin",78NSC-07S,Natural Spin,,Normal,$133.00,$0.00,$0.00,No,$0.00,,$0.00,No,No,6,,0,0.0,0.0,0.0,0.0,self,"INFORMATION: Satin upper with rhinestone ornament, suede sole. T-Strap design gives good support. Good looking, very flexible, and comfortable. Ideal for salsa, ballroom and competition. Made in China. Original Natural Spin dance product.","INFORMATION: Satin upper with rhinestone ornament, suede sole. T-Strap design gives good support. Good looking, very flexible, and comfortable. Ideal for salsa, ballroom and competition. Made in China. Original Natural Spin dance product. FITTING GUIDE: Same as street size.",No,Gold3-1120.jpg,Gold3-1120.jpg,,No,,,,,,,Yes,No,,,,New,No,,"3"" Emily -- Flare Heel Latin Sandal -- Gold Satin",Women's Ballroom/Salsa Shoes,,,78NSC-07S,"6M,7M,7.5M,8M,8.5M,9M",Pulldown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,"3"" Nancy -- Flare Heel Latin Sandal -- Dark Tan Satin",78NSN-51S,Natural Spin,,Normal,$153.00,$0.00,$0.00,No,$0.00,,$0.00,No,No,8,,0,0.0,0.0,0.0,0.0,self,"INFORMATION: Satin upper with rhinestone ornament, suede sole. Classy new design, very flexible, and comfortable. Ideal for salsa, ballroom, and competition. Made in China. Original Natural Spin dance product.","INFORMATION: Satin upper with rhinestone ornament, suede sole. Classy new design, very flexible, and comfortable. Ideal for salsa, ballroom, and competition. Made in China. Original Natural Spin dance product. FITTING GUIDE: Same as street size.",No,H1130.DarkTan.Nancy.jpg,6ec2aec41a3fe72ca61403db51e8bf2f.jpg,,No,,,,,,,Yes,No,,,,New,No,,"3"" Nancy -- Flare Heel Latin Sandal -- Dark Tan Satin",Women's Ballroom/Salsa Shoes,,,78NSN-51S,"5.5M,6M,6.5M,7M,7.5M,8M,8.5M,9M",Pulldown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,"3"" Stephanie -- Flare Heel Rhinestone Ballroom Shoe -- Black",78NSS-01,Natural Spin,,Normal,$150.00,$0.00,$0.00,No,$0.00,,$0.00,No,No,5,,0,0.0,0.0,0.0,0.0,self,"INFORMATION: Satin upper, suede sole. Stylish, flexible, and comfortable. Ideal for competition or ballroom dancing. Made in China. Original Natural Spin dance shoe.","INFORMATION: Satin upper, suede sole. Stylish, flexible, and comfortable. Ideal for competition or ballroom dancing. Made in China. Original Natural Spin dance shoe. FITTING GUIDE: Same as street size.",No,020_20.jpg,020_20.jpg,,No,,,,,,,Yes,No,,,,New,No,,"3"" Stephanie -- Flare Heel Rhinestone Ballroom Shoe -- Black",Women's Ballroom/Salsa Shoes,,,15SS-01,"6.5M,7M,7.5M,8M,8.5M",Pulldown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,"3"" Stephanie -- Flare Heel Rhinestone Ballroom Shoe -- Dark Tan Satin",78NSS-51S,Natural Spin,,Normal,$150.00,$0.00,$0.00,No,$0.00,,$0.00,No,No,6,,0,0.0,0.0,0.0,0.0,self,"INFORMATION: Satin upper, suede sole. Stylish, flexible, and comfortable. Ideal for competition or ballroom dancing. Made in China. Original Natural Spin dance shoe.","INFORMATION: Satin upper, suede sole. Stylish, flexible, and comfortable. Ideal for competition or ballroom dancing. Made in China. Original Natural Spin dance shoe. FITTING GUIDE: Same as street size.",No,92005-65.jpg,92005-65.jpg,,No,,,,,,,Yes,No,,,,New,No,,"3"" Stephanie -- Flare Heel Rhinestone Ballroom Shoe -- Dark Tan Satin",Women's Ballroom/Salsa Shoes,,,15SS-51S,"6M,6.5M,7M,7.5M,8M,8.5M",Pulldown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,"1.25"" Chanel -- Leather-like Mary Jane Ballroom Shoe -- Black",69D200-01,Dance Class,,Normal,$58.00,$0.00,$0.00,No,$0.00,,$0.00,No,No,11,,0,0.0,0.0,0.0,0.0,self,"INFORMATION: Man-made upper, suede sole. Instep strap closed toe design and low heel give good support. Flexible, cushioned, and practical. Ideal for salsa dancing or for practice dancing. Made in China. Original Dance Class dance product.","INFORMATION: Man-made upper, suede sole. Instep strap closed toe design and low heel give good support. Flexible, cushioned, and practical. Ideal for salsa dancing or for practice dancing. Made in China. Original Dance Class dance product.  FITTING GUIDE: Half size up from street size.",No,br200.jpg,br200.jpg,,No,,,,,,,Yes,No,,,,New,No,,"1.25"" Chanel -- Leather-like Mary Jane Ballroom Shoe -- Black",Women's Ballroom/Salsa Shoes,,,69D200-01,"4M,5M,5.5M,6M,7.5M,8M,8.5M,9.5M,10M,10.5M,11M",Pulldown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,"2"" Susie -- Flare Heel Latin Sandal -- Gold",99AL102-07,Angelo Luzio,,Normal,$137.00,$0.00,$0.00,No,$0.00,,$0.00,No,No,6,,0,0.0,0.0,0.0,0.0,self,"INFORMATION: Leather upper, suede sole. Flexible, supportive, and very comfortable. Ideal for ballroom or salsa dancing. Made in China. Original Angelo Luzio dance shoe.","INFORMATION: Leather upper, suede sole. Flexible, supportive, and very comfortable. Ideal for ballroom or salsa dancing. Made in China. Original Angelo Luzio dance shoe. FITTING GUIDE: Same as street size.",No,102.GOLD_thumb.JPG,102.GOLD.JPG,,No,,,,,,,Yes,No,,,,New,No,,"2"" Susie -- Flare Heel Latin Sandal -- Gold",Women's Ballroom/Salsa Shoes,,,99AL102-07,"6.5M,7M,7.5M,9M,9.5M,11M",Pulldown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Giorgio -- Men’s Latin Heel 1.5” Oxford -- Black,33V417-01,Very Fine,,Normal,$125.00,$0.00,$0.00,No,$0.00,,$0.00,No,No,11,,0,0.0,0.0,0.0,0.0,self,"INFORMATION: Leather upper, suede sole. Split sole ballroom shoe. Extremely soft lamb leather, very flexible, and comfortable. Ideal for competition and ballroom dancing. Made in China. Original Signature Series Very Fine dance shoe.","INFORMATION: Leather upper, suede sole. Split sole ballroom shoe. Extremely soft lamb leather, very flexible, and comfortable. Ideal for competition and ballroom dancing. Made in China. Original Signature Series Very Fine dance shoe. FITTING GUIDE: Same as street size.",No,S417-BLACK-LEATHER.jpg,S417-BLACK-LEATHER.jpg,,No,,,,,,,Yes,No,,,,New,No,,Giorgio -- Men’s Latin Heel 1.5” Oxford -- Black,Men's Ballroom/Salsa Shoes,,,33V417-01,"7M,7.5M,8M,8.5M,9.5M,10M,10.5M,11M,11.5M,12M,13M",Pulldown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,"1.33"" Sabra -- Block Heel Latin Sandal -- Black",11B293-01,Teddy Shoes,,Normal,$153.00,$0.00,$0.00,No,$0.00,,$0.00,No,No,10,,0,0.0,0.0,0.0,0.0,self,"INFORMATION: Soft lamb leather, suede sole. Rhinestone buckle, low heel, very flexible and comfortable. Ideal for belly-dancing, salsa, and swimg dancing. Made In China. Original Teddy Shoes dance product.","INFORMATION: Soft lamb leather, suede sole. Rhinestone buckle, low heel, very flexible and comfortable. Ideal for belly-dancing, salsa, and swimg dancing. Made In China. Original Teddy Shoes dance product.  FITTING GUIDE: Same as street size.",No,100_0006_thumb.jpg,100_0006.jpg,,No,,,,,,,Yes,No,,,,New,No,,"1.33"" Sabra -- Block Heel Latin Sandal -- Black",Belly Dancing Supplies,,,11B293-01,"5.5M,6M,6.5M,7M,8M,8.5M,9M,9.5M,10M",Pulldown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,"1.33"" Sabra -- Block Heel Latin Sandal -- Black",11B293-01,Teddy Shoes,,Normal,$153.00,$0.00,$0.00,No,$0.00,,$0.00,No,No,10,,0,0.0,0.0,0.0,0.0,self,"INFORMATION: Soft lamb leather, suede sole. Rhinestone buckle, low heel, very flexible and comfortable. Ideal for belly-dancing, salsa, and swimg dancing. Made In China. Original Teddy Shoes dance product.","INFORMATION: Soft lamb leather, suede sole. Rhinestone buckle, low heel, very flexible and comfortable. Ideal for belly-dancing, salsa, and swimg dancing. Made In China. Original Teddy Shoes dance product.  FITTING GUIDE: Same as street size.",No,100_0006_thumb.jpg,100_0006.jpg,,No,,,,,,,Yes,No,,,,New,No,,"1.33"" Sabra -- Block Heel Latin Sandal -- Black",Swing Shoes,,,11B293-01,"5.5M,6M,6.5M,7M,8M,8.5M,9M,9.5M,10M",Pulldown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,"1.33"" Sabra -- Block Heel Latin Sandal -- Black",11B293-01,Teddy Shoes,,Normal,$153.00,$0.00,$0.00,No,$0.00,,$0.00,No,No,10,,0,0.0,0.0,0.0,0.0,self,"INFORMATION: Soft lamb leather, suede sole. Rhinestone buckle, low heel, very flexible and comfortable. Ideal for belly-dancing, salsa, and swimg dancing. Made In China. Original Teddy Shoes dance product.","INFORMATION: Soft lamb leather, suede sole. Rhinestone buckle, low heel, very flexible and comfortable. Ideal for belly-dancing, salsa, and swimg dancing. Made In China. Original Teddy Shoes dance product.  FITTING GUIDE: Same as street size.",No,100_0006_thumb.jpg,100_0006.jpg,,No,,,,,,,Yes,No,,,,New,No,,"1.33"" Sabra -- Block Heel Latin Sandal -- Black",Women's Ballroom/Salsa Shoes,,,11B293-01,"5.5M,6M,6.5M,7M,8M,8.5M,9M,9.5M,10M",Pulldown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
